sep=,
Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Kurilová, V., Huba, M., Goga, J., Oravec, M., Pavlovičová, J., Majtánová, N.","56403179400;57288825100;57200530641;6701737356;6506666238;52364225200;","Two machine-learning approaches for short-term COVID-19 hospitalization forecasting in Slovakia",2021,"CEUR Workshop Proceedings","2962",,,"275","284",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116667967&partnerID=40&md5=960a403a9483e4cc6a20e71f7a8262c4",Conference Paper,"Final","",Scopus,2-s2.0-85116667967
"Subramanian, M., Shanmuga Vadivel, K., Hatamleh, W.A., Alnuaim, A.A., Abdelhady, M., Sathishkumar, V.E.","23985505800;57286405800;57224119502;55834987700;56516728500;57191590623;","The role of contemporary digital tools and technologies in Covid-19 crisis: An exploratory analysis",2021,"Expert Systems",,,,"","",,1,"10.1111/exsy.12834","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116464866&doi=10.1111%2fexsy.12834&partnerID=40&md5=8c6c14ee01a3a3d1ad5e5e504b2bb5f4",Article,"Article in Press","All Open Access, Bronze, Green",Scopus,2-s2.0-85116464866
"Jiang, R., Wang, Z., Cai, Z., Yang, C., Fan, Z., Xia, T., Matsubara, G., Mizuseki, H., Song, X., Shibasaki, R.","57202284492;57210640460;57210634420;57209498688;56403792000;57200269860;57271496700;57271770900;7402269519;7003648498;","Countrywide Origin-Destination Matrix Prediction and Its Application for COVID-19",2021,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12978 LNAI",,,"319","334",,,"10.1007/978-3-030-86514-6_20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115719006&doi=10.1007%2f978-3-030-86514-6_20&partnerID=40&md5=d81b5f8fa80cba8d3e85f2763a2df4b4",Conference Paper,"Final","",Scopus,2-s2.0-85115719006
"Aguilar, I.L., Ibáñez-Reluz, M., Aguilar, J.C.Z., Zavaleta-Aguilar, E.W., Aguilar, L.A.","57204779159;57271911300;57271082900;54882450300;57220536672;","A Deep Learning Approach to Forecast SARS-CoV-2 on the Peruvian Coast",2021,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12951 LNCS",,,"304","319",,,"10.1007/978-3-030-86970-0_22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115691423&doi=10.1007%2f978-3-030-86970-0_22&partnerID=40&md5=3f59aa7f2252b2f19e32b8113e087a56",Conference Paper,"Final","",Scopus,2-s2.0-85115691423
"Lozano, M.A., Orts, Ò.G., Piñol, E., Rebollo, M., Polotskaya, K., Garcia-March, M.A., Conejero, J.A., Escolano, F., Oliver, N.","57193129078;57203263981;57223166519;7006613165;57219298444;8942423800;57219968950;8727141600;26534738900;","Open Data Science to Fight COVID-19: Winning the 500k XPRIZE Pandemic Response Challenge",2021,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12978 LNAI",,,"384","399",,,"10.1007/978-3-030-86514-6_24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115672525&doi=10.1007%2f978-3-030-86514-6_24&partnerID=40&md5=6b941e880c603d33b5513cb9301e9f90",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85115672525
"Tanizaki, T., Kozuma, S., Shimmura, T.","24725401900;57266263400;35729102900;","Forecasting the Number of Customers Visiting Restaurants Using Machine Learning and Statistical Method",2021,"IFIP Advances in Information and Communication Technology","632 IFIP",,,"189","197",,1,"10.1007/978-3-030-85906-0_21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115314978&doi=10.1007%2f978-3-030-85906-0_21&partnerID=40&md5=0a3108c5bcb795c2c8e90f2cb31474f9",Conference Paper,"Final","",Scopus,2-s2.0-85115314978
"Makarovskikh, T., Abotaleb, M.","16022945800;57222165769;","Comparison Between Two Systems for Forecasting Covid-19 Infected Cases",2021,"IFIP Advances in Information and Communication Technology","616 IFIP",,,"107","114",,,"10.1007/978-3-030-86582-5_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115233546&doi=10.1007%2f978-3-030-86582-5_10&partnerID=40&md5=4ad30391e00654cc21a0ccfe0d249196",Conference Paper,"Final","",Scopus,2-s2.0-85115233546
"Fernández-López, P., Suárez-Araujo, C.P., García-Báez, P., Suárez-Díaz, F., Navarro-Mesa, J.L., Pérez-Acosta, G., Blanco-López, J.","6602579067;6603605708;6506952458;57262725400;9634488300;36126680500;6506029376;","Toward an Intelligent Computing Solution for Endotracheal Obstruction Prediction in COVID-19 Patients in ICU",2021,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12861 LNCS",,,"61","73",,,"10.1007/978-3-030-85030-2_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115134798&doi=10.1007%2f978-3-030-85030-2_6&partnerID=40&md5=b5f7b61ff1979c31514323fb9216d69b",Conference Paper,"Final","",Scopus,2-s2.0-85115134798
"Sujitha, R., Paramasivan, B.","57224421119;24462275400;","Distributed healthcare framework using MMSM-SVM and P-SVM classification",2021,"Computers, Materials and Continua","70","1",,"1557","1572",,,"10.32604/cmc.2022.019323","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114557429&doi=10.32604%2fcmc.2022.019323&partnerID=40&md5=4d83297ec2a0e0062d7e4680888ae2c2",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85114557429
"Neshat, N., Moayedfar, S., Rezaee, K., Amrollahi Biuki, N.","36238352300;56721362400;57216989267;57250534000;","Sustainable planning of developing tourism destinations after COVID-19 outbreak: a deep learning approach",2021,"Journal of Policy Research in Tourism, Leisure and Events",,,,"","",,3,"10.1080/19407963.2021.1970578","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114517290&doi=10.1080%2f19407963.2021.1970578&partnerID=40&md5=ab3f0bf646971c6b2f320a455cc28fe4",Article,"Article in Press","",Scopus,2-s2.0-85114517290
"Ronald Doni, A., Sasi Praba, T., Murugan, S.","57189592104;57233350400;55535312700;","Weather and population based forecasting of novel COVID-19 using deep learning approaches",2021,"International Journal of Systems Assurance Engineering and Management",,,,"","",,1,"10.1007/s13198-021-01272-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113689596&doi=10.1007%2fs13198-021-01272-y&partnerID=40&md5=e95c1245ee67f9ed689bb8c58fa86e03",Article,"Article in Press","All Open Access, Bronze",Scopus,2-s2.0-85113689596
"S, M., Raj Y, A., Kumar, A., Ashok Kumar, V.D., Kumar, A., D, E., Kumar, V.D.A., B, C., Abirami, A.","57231239300;54381536800;37085909200;56523131000;57209569655;57232626200;57219240462;57232396500;36631517700;","Prediction of cardiovascular disease using deep learning algorithms to prevent COVID 19",2021,"Journal of Experimental and Theoretical Artificial Intelligence",,,,"","",,,"10.1080/0952813X.2021.1966842","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113451788&doi=10.1080%2f0952813X.2021.1966842&partnerID=40&md5=2ce44e65b1ff442f86a2184d26dd351b",Article,"Article in Press","",Scopus,2-s2.0-85113451788
"Rana, A., Malik, S.","57219319001;57211341556;","A Review of Computational Intelligence Technologies for Tackling Covid-19 Pandemic",2021,"Internet of Things",,,,"223","242",,1,"10.1007/978-3-030-75220-0_11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113350602&doi=10.1007%2f978-3-030-75220-0_11&partnerID=40&md5=ce33cbeb4bfa080987a067014127a2cc",Book Chapter,"Final","",Scopus,2-s2.0-85113350602
"Shitharth, S., Mohammad, G.B., Sangeetha, K.","56879018800;57227433900;55835548300;","Predicting Epidemic Outbreaks Using IOT, Artificial Intelligence and Cloud",2021,"Internet of Things",,,,"197","222",,,"10.1007/978-3-030-75220-0_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113346792&doi=10.1007%2f978-3-030-75220-0_10&partnerID=40&md5=9b6bf4a23cf18e6237298c267e32007b",Book Chapter,"Final","",Scopus,2-s2.0-85113346792
"Wang, W., Cai, J., Xu, J., Wang, Y., Zou, Y.","57226861377;57225860275;57224866321;57226874007;57211778340;","Prediction of the COVID-19 infectivity and the sustainable impact on public health under deep learning algorithm",2021,"Soft Computing",,,,"","",,,"10.1007/s00500-021-06142-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113180704&doi=10.1007%2fs00500-021-06142-0&partnerID=40&md5=e1d21f26beb8801b23b2ffd049bcf731",Article,"Article in Press","All Open Access, Bronze, Green",Scopus,2-s2.0-85113180704
"Colas, C., Hejblum, B., Rouillon, S., Thiebaut, R., Oudeyer, P.-Y., Moulin-Frier, C., Prague, M.","57204806599;57050524300;26768211400;7004041016;6507418132;55313681700;55274319500;","EpidemiOptim: A Toolbox for the Optimization of Control Policies in Epidemiological Models",2021,"Journal of Artificial Intelligence Research","71",,,"479","515",,,"10.1613/JAIR.1.12588","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112583809&doi=10.1613%2fJAIR.1.12588&partnerID=40&md5=b73bfbac5105cd73d6b3a19ccc25c4af",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85112583809
[No author name available],[No author id available],"17th International Conference on Intelligent Tutoring Systems, ITS 2021",2021,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12677 LNCS",,,"","",530,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112311700&partnerID=40&md5=7add86d6e319162f75125de2c34f9667",Conference Review,"Final","",Scopus,2-s2.0-85112311700
"Sun, Z., Harit, A., Yu, J., Cristea, A.I., Shi, L.","57217102869;57223972931;57219489043;7005960532;55615905500;","A Brief Survey of Deep Learning Approaches for Learning Analytics on MOOCs",2021,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12677 LNCS",,,"28","37",,,"10.1007/978-3-030-80421-3_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112277784&doi=10.1007%2f978-3-030-80421-3_4&partnerID=40&md5=124a21918f77bf2dea080041fb1c53cb",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85112277784
"Chen, Q., Wang, W., Huang, K., Coenen, F.","57226842740;56948482100;13403476100;7004902559;","Zero-shot Text Classification via Knowledge Graph Embedding for Social Media Data",2021,"IEEE Internet of Things Journal",,,,"","",,1,"10.1109/JIOT.2021.3093065","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112209978&doi=10.1109%2fJIOT.2021.3093065&partnerID=40&md5=d17737c7c4e4913b2482f18edd62be0a",Article,"Article in Press","",Scopus,2-s2.0-85112209978
"Zheng, X., Hasegawa, S., Tran, M.-T., Ota, K., Unoki, T.","57218365161;7401474763;57226639529;14021969000;57203460019;","Estimation of Learners’ Engagement Using Face and Body Features by Transfer Learning",2021,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12797 LNAI",,,"541","552",,,"10.1007/978-3-030-77772-2_36","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112170554&doi=10.1007%2f978-3-030-77772-2_36&partnerID=40&md5=4abdf9925f68056b012268ba786f795f",Conference Paper,"Final","",Scopus,2-s2.0-85112170554
[No author name available],[No author id available],"7th International Conference on Human Aspects of IT for the Aged Population, ITAP 2021, held as part of the 23rd International Conference, HCI International 2021",2021,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12786 LNCS",,,"","",966,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112157106&partnerID=40&md5=544e1eed442b61db6ee0ef18dc7b5800",Conference Review,"Final","",Scopus,2-s2.0-85112157106
[No author name available],[No author id available],"7th International Conference on Human Aspects of IT for the Aged Population, ITAP 2021, held as part of the 23rd International Conference, HCI International 2021",2021,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12787 LNCS",,,"","",966,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112091872&partnerID=40&md5=2e60bf56143bea51f5839296c8f0ae41",Conference Review,"Final","",Scopus,2-s2.0-85112091872
"Sunagar, P., Kanavalli, A., Poornima, V., Hemanth, V.M., Sreeram, K., Shivakumar, K.S.","57216820176;26423052100;36710538500;57226384777;57213083821;57226389331;","Classification of Covid-19 Tweets Using Deep Learning Techniques",2021,"Lecture Notes in Networks and Systems","204 LNNS",,,"123","136",,,"10.1007/978-981-16-1395-1_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111402740&doi=10.1007%2f978-981-16-1395-1_10&partnerID=40&md5=8351048db1c0589ecb0410a55db8c69b",Conference Paper,"Final","",Scopus,2-s2.0-85111402740
[No author name available],[No author id available],"7th EAI International Conference on Industrial Networks and Intelligent Systems, INISCOM 2021",2021,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST","379",,,"","",511,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111400910&partnerID=40&md5=98641acf07b8c6f1cea8ff8ff9ce4ce0",Conference Review,"Final","",Scopus,2-s2.0-85111400910
"Panagopoulos, G., Malliaros, F.D.","57205720262;55604732900;","Influence Learning and Maximization",2021,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12706 LNCS",,,"547","550",,,"10.1007/978-3-030-74296-6_48","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111156670&doi=10.1007%2f978-3-030-74296-6_48&partnerID=40&md5=1536cc9623f31318ebcd713c4bdaf7c3",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85111156670
"Ahuja, S., Shelke, N.A., Singh, P.K.","57215925758;57191609793;57222050683;","A deep learning framework using CNN and stacked Bi-GRU for COVID-19 predictions in India",2021,"Signal, Image and Video Processing",,,,"","",,,"10.1007/s11760-021-01988-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111140777&doi=10.1007%2fs11760-021-01988-1&partnerID=40&md5=694eb293ae38f6f3cdeed59824872fc1",Article,"Article in Press","All Open Access, Bronze, Green",Scopus,2-s2.0-85111140777
"Alhumaid, K., Habes, M., Salloum, S.A.","57211713050;56453227500;57195670894;","Examining the Factors Influencing the Mobile Learning Usage during COVID-19 Pandemic: An Integrated SEM-ANN Method",2021,"IEEE Access","9",,"9488198","102567","102578",,5,"10.1109/ACCESS.2021.3097753","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110862217&doi=10.1109%2fACCESS.2021.3097753&partnerID=40&md5=43cf9d4d7a1cdd330a0ae55a426bb13f",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85110862217
"Greco, A., Saggese, A., Vento, M., Vigilante, V.","55808071886;6603396907;7006461499;57202317241;","Performance assessment of face analysis algorithms with occluded faces",2021,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12662 LNCS",,,"472","486",,,"10.1007/978-3-030-68790-8_37","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110654614&doi=10.1007%2f978-3-030-68790-8_37&partnerID=40&md5=0ce8fffa8cb9a171fde535c8eb7261b1",Conference Paper,"Final","",Scopus,2-s2.0-85110654614
"Gampala, V., Nandankar, P.V., Kathiravan, M., Karunakaran, S., Nalla, A.R., Gaddam, R.R.","57148468700;55647547900;57194705489;57199753158;57226141372;57226136270;","Early prediction and analysis of corona pandemic outbreak using deep learning technique",2021,"World Journal of Engineering",,,,"","",,,"10.1108/WJE-03-2021-0145","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110610014&doi=10.1108%2fWJE-03-2021-0145&partnerID=40&md5=97cdc326172fdd0952dd0c25a02792be",Article,"Article in Press","",Scopus,2-s2.0-85110610014
"Shah, S., Mulahuwaish, A., Ghafoor, K.Z., Maghdid, H.S.","57226479591;56820168700;37013106700;55613254300;","Prediction of global spread of COVID-19 pandemic: a review and research challenges",2021,"Artificial Intelligence Review",,,,"","",,,"10.1007/s10462-021-09988-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110411006&doi=10.1007%2fs10462-021-09988-w&partnerID=40&md5=9fd2db85d7655fc6514b97fb7b29f773",Article,"Article in Press","All Open Access, Bronze, Green",Scopus,2-s2.0-85110411006
"Tan, L., Yu, K., Bashir, A.K., Cheng, X., Ming, F., Zhao, L., Zhou, X.","49562028100;56316023300;57193954653;57225136768;57224186000;57190893959;55514932700;","Toward real-time and efficient cardiovascular monitoring for COVID-19 patients by 5G-enabled wearable medical devices: a deep learning approach",2021,"Neural Computing and Applications",,,,"","",,15,"10.1007/s00521-021-06219-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109341310&doi=10.1007%2fs00521-021-06219-9&partnerID=40&md5=d5967fe7e6d9c66c53275564141d4c28",Article,"Article in Press","All Open Access, Bronze, Green",Scopus,2-s2.0-85109341310
"Flores, A., Tito-Chura, H., Apaza-Alanoca, H.","57210261409;57211023637;57219794648;","Data Augmentation for Short-Term Time Series Prediction with Deep Learning",2021,"Lecture Notes in Networks and Systems","284",,,"492","506",,3,"10.1007/978-3-030-80126-7_36","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109163600&doi=10.1007%2f978-3-030-80126-7_36&partnerID=40&md5=17062ecd9bc007129a962abbfba7eef0",Conference Paper,"Final","",Scopus,2-s2.0-85109163600
