PMID;Title;Authors;Citation;First Author;Journal/Book;Publication Year;Create Date;PMCID;NIHMS ID;DOI
34778510;Forecasting COVID-19 infections in the Arabian Gulf region;Khedhiri S.;Model Earth Syst Environ. 2021 Nov 6:1-10. doi: 10.1007/s40808-021-01332-z. Online ahead of print.;Khedhiri S;Model Earth Syst Environ;2021;15-11-2021;PMC8571680;;10.1007/s40808-021-01332-z
33456433;Time series forecasting of COVID-19 transmission in Asia Pacific countries using deep neural networks;Rauf HT, Lali MIU, Khan MA, Kadry S, Alolaiyan H, Razaq A, Irfan R.;Pers Ubiquitous Comput. 2021 Jan 10:1-18. doi: 10.1007/s00779-020-01494-0. Online ahead of print.;Rauf HT;Pers Ubiquitous Comput;2021;18-1-2021;PMC7797027;;10.1007/s00779-020-01494-0
33316174;Impact of Population Growth and Aging on Estimates of Excess U.S. Deaths During the COVID-19 Pandemic, March to August 2020;Shiels MS, Almeida JS, García-Closas M, Albert PS, Freedman ND, Berrington de González A.;Ann Intern Med. 2021 Apr,174(4):437-443. doi: 10.7326/M20-7385. Epub 2020 Dec 15.;Shiels MS;Ann Intern Med;2021;14-12-2020;PMC7901655;;10.7326/M20-7385
34226777;Improving the performance of deep learning models using statistical features: The case study of COVID-19 forecasting;Abbasimehr H, Paki R, Bahrini A.;Math Methods Appl Sci. 2021 May 22:10.1002/mma.7500. doi: 10.1002/mma.7500. Online ahead of print.;Abbasimehr H;Math Methods Appl Sci;2021;6-7-2021;PMC8242522;;10.1002/mma.7500
33035991;High mortality among hospital-acquired COVID-19 infection in patients with cancer: A multicentre observational cohort study;Elkrief A, Desilets A, Papneja N, Cvetkovic L, Groleau C, Lakehal YA, Shbat L, Richard C, Malo J, Belkaid W, Cook E, Doucet S, Tran TH, Jao K, Daaboul N, Bhang E, Loree JM, Miller WH Jr, Vinh DC, Bouganim N, Batist G, Letendre C, Routy B.;Eur J Cancer. 2020 Nov,139:181-187. doi: 10.1016/j.ejca.2020.08.017. Epub 2020 Sep 3.;Elkrief A;Eur J Cancer;2020;9-10-2020;PMC7470707;;10.1016/j.ejca.2020.08.017
32835075;Similarity maps and pairwise predictions for transmission dynamics of COVID-19 with neural networks;Hartono P.;Inform Med Unlocked. 2020,20:100386. doi: 10.1016/j.imu.2020.100386. Epub 2020 Jul 15.;Hartono P;Inform Med Unlocked;2020;25-8-2020;PMC7361102;;10.1016/j.imu.2020.100386
34764592;COVID-19 prediction using AI analytics for South Korea;Sinha A, Rathi M.;Appl Intell (Dordr). 2021,51(12):8579-8597. doi: 10.1007/s10489-021-02352-z. Epub 2021 Apr 8.;Sinha A;Appl Intell (Dordr);2021;12-11-2021;PMC8027716;;10.1007/s10489-021-02352-z
34354055;Deep learning of contagion dynamics on complex networks;Murphy C, Laurence E, Allard A.;Nat Commun. 2021 Aug 5,12(1):4720. doi: 10.1038/s41467-021-24732-2.;Murphy C;Nat Commun;2021;6-8-2021;PMC8342694;;10.1038/s41467-021-24732-2
34155418;Cryptocurrency volatility forecasting: What can we learn from the first wave of the COVID-19 outbreak?;Ftiti Z, Louhichi W, Ben Ameur H.;Ann Oper Res. 2021 Jun 16:1-26. doi: 10.1007/s10479-021-04116-x. Online ahead of print.;Ftiti Z;Ann Oper Res;2021;22-6-2021;PMC8207820;;10.1007/s10479-021-04116-x
33513487;Prediction of death status on the course of treatment in SARS-COV-2 patients with deep learning and machine learning methods;Kivrak M, Guldogan E, Colak C.;Comput Methods Programs Biomed. 2021 Apr,201:105951. doi: 10.1016/j.cmpb.2021.105951. Epub 2021 Jan 22.;Kivrak M;Comput Methods Programs Biomed;2021;29-1-2021;PMC7826038;;10.1016/j.cmpb.2021.105951
34267565;Can Comorbidity Data Explain Cross-State and Cross-National Difference in COVID-19 Death Rates?;Cegan JC, Trump BD, Cibulsky SM, Collier ZA, Cummings CL, Greer SL, Jarman H, Klasa K, Kleinman G, Surette MA, Wells E, Linkov I.;Risk Manag Healthc Policy. 2021 Jul 7,14:2877-2885. doi: 10.2147/RMHP.S313312. eCollection 2021.;Cegan JC;Risk Manag Healthc Policy;2021;16-7-2021;PMC8275866;;10.2147/RMHP.S313312
34324697;Temporal trends of COVID-19 related in-hospital mortality and demographics in Switzerland - a retrospective single centre cohort study;Diebold M, Martinez AE, Adam KM, Bassetti S, Osthoff M, Kassi E, Steiger J, Pargger H, Siegemund M, Battegay M, Khanna N, Schaub S, Wesch C, Dickenmann M, Weisser M.;Swiss Med Wkly. 2021 Jul 19,151:w20572. doi: 10.4414/smw.2021.20572. eCollection 2021 Jul 19.;Diebold M;Swiss Med Wkly;2021;29-7-2021;;;10.4414/smw.2021.20572
33250530;Novel Spatiotemporal Feature Extraction Parallel Deep Neural Network for Forecasting Confirmed Cases of Coronavirus Disease 2019;Huang CJ, Shen Y, Kuo PH, Chen YH.;Socioecon Plann Sci. 2020 Nov 25:100976. doi: 10.1016/j.seps.2020.100976. Online ahead of print.;Huang CJ;Socioecon Plann Sci;2020;30-11-2020;PMC7687416;;10.1016/j.seps.2020.100976
32486055;Statistical Explorations and Univariate Timeseries Analysis on COVID-19 Datasets to Understand the Trend of Disease Spreading and Death;Chatterjee A, Gerdes MW, Martinez SG.;Sensors (Basel). 2020 May 29,20(11):3089. doi: 10.3390/s20113089.;Chatterjee A;Sensors (Basel);2020;4-6-2020;PMC7308840;;10.3390/s20113089
34081744;Leveraging natural history biorepositories as a global, decentralized, pathogen surveillance network;Colella JP, Bates J, Burneo SF, Camacho MA, Carrion Bonilla C, Constable I, D'Elía G, Dunnum JL, Greiman S, Hoberg EP, Lessa E, Liphardt SW, Londoño-Gaviria M, Losos E, Lutz HL, Ordóñez Garza N, Peterson AT, Martin ML, Ribas CC, Struminger B, Torres-Pérez F, Thompson CW, Weksler M, Cook JA.;PLoS Pathog. 2021 Jun 3,17(6):e1009583. doi: 10.1371/journal.ppat.1009583. eCollection 2021 Jun.;Colella JP;PLoS Pathog;2021;3-6-2021;PMC8174688;;10.1371/journal.ppat.1009583
34502841;An Improved STL-LSTM Model for Daily Bus Passenger Flow Prediction during the COVID-19 Pandemic;Jiao F, Huang L, Song R, Huang H.;Sensors (Basel). 2021 Sep 4,21(17):5950. doi: 10.3390/s21175950.;Jiao F;Sensors (Basel);2021;10-9-2021;PMC8434621;;10.3390/s21175950
35161806;Bike-Sharing Demand Prediction at Community Level under COVID-19 Using Deep Learning;Mehdizadeh Dastjerdi A, Morency C.;Sensors (Basel). 2022 Jan 29,22(3):1060. doi: 10.3390/s22031060.;Mehdizadeh Dastjerdi A;Sensors (Basel);2022;15-2-2022;PMC8838375;;10.3390/s22031060
33974985;The Continuing Impact of Coronavirus Disease 2019 on Neurosurgical Training at the 1-Year Mark: Results of a Nationwide Survey of Neurosurgery Residents in Turkey;Sahin B, Hanalioglu S.;World Neurosurg. 2021 Jul,151:e857-e870. doi: 10.1016/j.wneu.2021.04.137. Epub 2021 May 8.;Sahin B;World Neurosurg;2021;11-5-2021;;;10.1016/j.wneu.2021.04.137
34156966;Forecasting the COVID-19 Epidemic by Integrating Symptom Search Behavior Into Predictive Models: Infoveillance Study;Rabiolo A, Alladio E, Morales E, McNaught AI, Bandello F, Afifi AA, Marchese A.;J Med Internet Res. 2021 Aug 11,23(8):e28876. doi: 10.2196/28876.;Rabiolo A;J Med Internet Res;2021;22-6-2021;PMC8360333;;10.2196/28876
33442559;The Interplay of Demographic Variables and Social Distancing Scores in Deep Prediction of U.S. COVID-19 Cases;Tang F, Feng Y, Chiheb H, Fan J.;ArXiv. 2021 Jan 6:arXiv:2101.02113v1. Preprint.;Tang F;ArXiv;2021;14-1-2021;PMC7805455;;
34511743;Predicting the trend of indicators related to Covid-19 using the combined MLP-MC model;Haghighat F.;Chaos Solitons Fractals. 2021 Nov,152:111399. doi: 10.1016/j.chaos.2021.111399. Epub 2021 Sep 4.;Haghighat F;Chaos Solitons Fractals;2021;13-9-2021;PMC8416568;;10.1016/j.chaos.2021.111399
33294750;Correlation of subway turnstile entries and COVID-19 incidence and deaths in New York City;Fathi-Kazerooni S, Rojas-Cessa R, Dong Z, Umpaichitra V.;Infect Dis Model. 2021,6:183-194. doi: 10.1016/j.idm.2020.11.006. Epub 2020 Dec 4.;Fathi-Kazerooni S;Infect Dis Model;2021;9-12-2020;PMC7716746;;10.1016/j.idm.2020.11.006
33330741;STAN: Spatio-Temporal Attention Network for Pandemic Prediction Using Real World Evidence;Gao J, Sharma R, Qian C, Glass LM, Spaeder J, Romberg J, Sun J, Xiao C.;ArXiv. 2020 Jul 23:arXiv:2008.04215v2. Preprint.;Gao J;ArXiv;2020;17-12-2020;PMC7743072;;
33399500;The Future of Telemedicine: Revolutionizing Health Care or Flash in the Pan?;Losorelli SD, Vendra V, Hildrew DM, Woodson EA, Brenner MJ, Sirjani DB.;Otolaryngol Head Neck Surg. 2021 Aug,165(2):239-243. doi: 10.1177/0194599820983330. Epub 2021 Jan 5.;Losorelli SD;Otolaryngol Head Neck Surg;2021;5-1-2021;;;10.1177/0194599820983330
33424076;Designing a hybrid reinforcement learning based algorithm with application in prediction of the COVID-19 pandemic in Quebec;Khalilpourazari S, Hashemi Doulabi H.;Ann Oper Res. 2021 Jan 3:1-45. doi: 10.1007/s10479-020-03871-7. Online ahead of print.;Khalilpourazari S;Ann Oper Res;2021;11-1-2021;PMC7779111;;10.1007/s10479-020-03871-7
33643496;A Comparison: Prediction of Death and Infected COVID-19 Cases in Indonesia Using Time Series Smoothing and LSTM Neural Network;Rasjid ZE, Setiawan R, Effendi A.;Procedia Comput Sci. 2021,179:982-988. doi: 10.1016/j.procs.2021.01.102. Epub 2021 Feb 19.;Rasjid ZE;Procedia Comput Sci;2021;1-3-2021;PMC7894084;;10.1016/j.procs.2021.01.102
35127340;Metabolism-based ventilation monitoring and control method for COVID-19 risk mitigation in gymnasiums and alike places;Wang J, Huang J, Fu Q, Gao E, Chen J.;Sustain Cities Soc. 2022 May,80:103719. doi: 10.1016/j.scs.2022.103719. Epub 2022 Jan 29.;Wang J;Sustain Cities Soc;2022;7-2-2022;PMC8799456;;10.1016/j.scs.2022.103719
32334157;Prediction for the spread of COVID-19 in India and effectiveness of preventive measures;Tomar A, Gupta N.;Sci Total Environ. 2020 Aug 1,728:138762. doi: 10.1016/j.scitotenv.2020.138762. Epub 2020 Apr 20.;Tomar A;Sci Total Environ;2020;26-4-2020;PMC7169890;;10.1016/j.scitotenv.2020.138762
32919321;A correlation study between meteorological parameters and COVID-19 pandemic in Mumbai, India;Kumar G, Kumar RR.;Diabetes Metab Syndr. 2020 Nov-Dec,14(6):1735-1742. doi: 10.1016/j.dsx.2020.09.002. Epub 2020 Sep 3.;Kumar G;Diabetes Metab Syndr;2020;12-9-2020;PMC7467899;;10.1016/j.dsx.2020.09.002
34798873;Impact of the COVID-19 Pandemic on road traffic collision injury patterns and severity in Al-Ain City, United Arab Emirates;Yasin YJ, Alao DO, Grivna M, Abu-Zidan FM.;World J Emerg Surg. 2021 Nov 19,16(1):57. doi: 10.1186/s13017-021-00401-z.;Yasin YJ;World J Emerg Surg;2021;20-11-2021;PMC8602977;;10.1186/s13017-021-00401-z
35036611;Effect analysis of the COVID-19 pandemic on the electricity consumption of Bangladesh;Alavi A, Sadid MS, Ahmed M, Abid F.;Heliyon. 2022 Jan,8(1):e08737. doi: 10.1016/j.heliyon.2022.e08737. Epub 2022 Jan 10.;Alavi A;Heliyon;2022;17-1-2022;PMC8743799;;10.1016/j.heliyon.2022.e08737
33301414;An Artificial Intelligence Model to Predict the Mortality of COVID-19 Patients at Hospital Admission Time Using Routine Blood Samples: Development and Validation of an Ensemble Model;Ko H, Chung H, Kang WS, Park C, Kim DW, Kim SE, Chung CR, Ko RE, Lee H, Seo JH, Choi TY, Jaimes R, Kim KW, Lee J.;J Med Internet Res. 2020 Dec 23,22(12):e25442. doi: 10.2196/25442.;Ko H;J Med Internet Res;2020;10-12-2020;PMC7759509;;10.2196/25442
33311861;Forecasting COVID-19 pandemic using optimal singular spectrum analysis;Kalantari M.;Chaos Solitons Fractals. 2021 Jan,142:110547. doi: 10.1016/j.chaos.2020.110547. Epub 2020 Dec 5.;Kalantari M;Chaos Solitons Fractals;2021;14-12-2020;PMC7719007;;10.1016/j.chaos.2020.110547
32992643;Data Analytics for Predicting COVID-19 Cases in Top Affected Countries: Observations and Recommendations;Eltoukhy AEE, Shaban IA, Chan FTS, Abdel-Aal MAM.;Int J Environ Res Public Health. 2020 Sep 27,17(19):7080. doi: 10.3390/ijerph17197080.;Eltoukhy AEE;Int J Environ Res Public Health;2020;30-9-2020;PMC7579012;;10.3390/ijerph17197080
33679282;Prediction of muscular paralysis disease based on hybrid feature extraction with machine learning technique for COVID-19 and post-COVID-19 patients;Subramani P, K S, B KR, R S, B D P.;Pers Ubiquitous Comput. 2021 Mar 3:1-14. doi: 10.1007/s00779-021-01531-6. Online ahead of print.;Subramani P;Pers Ubiquitous Comput;2021;8-3-2021;PMC7926078;;10.1007/s00779-021-01531-6
34212400;Projecting the effect of easing societal restrictions on non-COVID-19 emergency demand in the UK: Statistical inference using public mobility data;Powell AL, Wood RM.;Int J Health Plann Manage. 2021 Sep,36(5):1936-1942. doi: 10.1002/hpm.3265. Epub 2021 Jul 1.;Powell AL;Int J Health Plann Manage;2021;2-7-2021;;;10.1002/hpm.3265
35083430;Prediction of the number of COVID-19 confirmed cases based on K-means-LSTM;Vadyala SR, Betgeri SN, Sherer EA, Amritphale A.;Array (N Y). 2021 Sep,11:100085. doi: 10.1016/j.array.2021.100085. Epub 2021 Aug 21.;Vadyala SR;Array (N Y);2021;27-1-2022;PMC8378999;;10.1016/j.array.2021.100085
32834663;Neural network powered COVID-19 spread forecasting model;Wieczorek M, Siłka J, Woźniak M.;Chaos Solitons Fractals. 2020 Nov,140:110203. doi: 10.1016/j.chaos.2020.110203. Epub 2020 Aug 15.;Wieczorek M;Chaos Solitons Fractals;2020;25-8-2020;PMC7428770;;10.1016/j.chaos.2020.110203
33803384;Comparative Analysis of Different Univariate Forecasting Methods in Modelling and Predicting the Romanian Unemployment Rate for the Period 2021-2022;Davidescu AA, Apostu SA, Paul A.;Entropy (Basel). 2021 Mar 9,23(3):325. doi: 10.3390/e23030325.;Davidescu AA;Entropy (Basel);2021;3-4-2021;PMC8000965;;10.3390/e23030325
33518847;The good, the bad and the ugly on COVID-19 tourism recovery;Fotiadis A, Polyzos S, Huan TTC.;Ann Tour Res. 2021 Mar,87:103117. doi: 10.1016/j.annals.2020.103117. Epub 2020 Dec 13.;Fotiadis A;Ann Tour Res;2021;1-2-2021;PMC7832145;;10.1016/j.annals.2020.103117
34899108;Machine learning-based forecasting of firemen ambulances' turnaround time in hospitals, considering the COVID-19 impact;Cerna S, Arcolezi HH, Guyeux C, Royer-Fey G, Chevallier C.;Appl Soft Comput. 2021 Sep,109:107561. doi: 10.1016/j.asoc.2021.107561. Epub 2021 Jun 4.;Cerna S;Appl Soft Comput;2021;13-12-2021;PMC8648081;;10.1016/j.asoc.2021.107561
34409244;Learners Demographics Classification on MOOCs During the COVID-19: Author Profiling via Deep Learning Based on Semantic and Syntactic Representations;Aljohani T, Cristea AI.;Front Res Metr Anal. 2021 Aug 2,6:673928. doi: 10.3389/frma.2021.673928. eCollection 2021.;Aljohani T;Front Res Metr Anal;2021;19-8-2021;PMC8366518;;10.3389/frma.2021.673928
34412892;Linear and non-linear dynamics of the epidemics: System identification based parametric prediction models for the pandemic outbreaks;Tutsoy O, Polat A.;ISA Trans. 2021 Aug 9:S0019-0578(21)00436-5. doi: 10.1016/j.isatra.2021.08.008. Online ahead of print.;Tutsoy O;ISA Trans;2021;20-8-2021;PMC8349905;;10.1016/j.isatra.2021.08.008
34507859;The impact of COVID-19 vaccination delay: A data-driven modeling analysis for Chicago and New York City;Albani VVL, Loria J, Massad E, Zubelli JP.;Vaccine. 2021 Oct 1,39(41):6088-6094. doi: 10.1016/j.vaccine.2021.08.098. Epub 2021 Aug 31.;Albani VVL;Vaccine;2021;11-9-2021;PMC8405507;;10.1016/j.vaccine.2021.08.098
34235131;Identification of Variable Importance for Predictions of Mortality From COVID-19 Using AI Models for Ontario, Canada;Snider B, McBean EA, Yawney J, Gadsden SA, Patel B.;Front Public Health. 2021 Jun 21,9:675766. doi: 10.3389/fpubh.2021.675766. eCollection 2021.;Snider B;Front Public Health;2021;8-7-2021;PMC8255789;;10.3389/fpubh.2021.675766
34586364;Assessment of the Feasibility of Using Noninvasive Wearable Biometric Monitoring Sensors to Detect Influenza and the Common Cold Before Symptom Onset;Grzesiak E, Bent B, McClain MT, Woods CW, Tsalik EL, Nicholson BP, Veldman T, Burke TW, Gardener Z, Bergstrom E, Turner RB, Chiu C, Doraiswamy PM, Hero A, Henao R, Ginsburg GS, Dunn J.;JAMA Netw Open. 2021 Sep 1,4(9):e2128534. doi: 10.1001/jamanetworkopen.2021.28534.;Grzesiak E;JAMA Netw Open;2021;29-9-2021;PMC8482058;;10.1001/jamanetworkopen.2021.28534
32920418;Importance of meteorology in air pollution events during the city lockdown for COVID-19 in Hubei Province, Central China;Shen L, Zhao T, Wang H, Liu J, Bai Y, Kong S, Zheng H, Zhu Y, Shu Z.;Sci Total Environ. 2021 Feb 1,754:142227. doi: 10.1016/j.scitotenv.2020.142227. Epub 2020 Sep 4.;Shen L;Sci Total Environ;2021;13-9-2020;PMC7473012;;10.1016/j.scitotenv.2020.142227
33017421;Prediction and analysis of Corona Virus Disease 2019;Hao Y, Xu T, Hu H, Wang P, Bai Y.;PLoS One. 2020 Oct 5,15(10):e0239960. doi: 10.1371/journal.pone.0239960. eCollection 2020.;Hao Y;PLoS One;2020;5-10-2020;PMC7535054;;10.1371/journal.pone.0239960
34219974;Demand dynamics for hydrocarbon fuels during the COVID-19 pandemic;Vorona-Slivinskaya L, Koryakov A, Semenycheva I, Druzyanova V.;Chem Eng Technol. 2021 Jun 7:10.1002/ceat.202100152. doi: 10.1002/ceat.202100152. Online ahead of print.;Vorona-Slivinskaya L;Chem Eng Technol;2021;5-7-2021;PMC8239653;;10.1002/ceat.202100152
34192255;Supervised machine learning to support the diagnosis of bacterial infection in the context of COVID-19;Rawson TM, Hernandez B, Wilson RC, Ming D, Herrero P, Ranganathan N, Skolimowska K, Gilchrist M, Satta G, Georgiou P, Holmes AH.;JAC Antimicrob Resist. 2021 Feb 3,3(1):dlab002. doi: 10.1093/jacamr/dlab002. eCollection 2021 Mar.;Rawson TM;JAC Antimicrob Resist;2021;30-6-2021;PMC7928888;;10.1093/jacamr/dlab002
33357088;Evaluating a Widely Implemented Proprietary Deterioration Index Model among Hospitalized Patients with COVID-19;Singh K, Valley TS, Tang S, Li BY, Kamran F, Sjoding MW, Wiens J, Otles E, Donnelly JP, Wei MY, McBride JP, Cao J, Penoza C, Ayanian JZ, Nallamothu BK.;Ann Am Thorac Soc. 2021 Jul,18(7):1129-1137. doi: 10.1513/AnnalsATS.202006-698OC.;Singh K;Ann Am Thorac Soc;2021;28-12-2020;PMC8328366;;10.1513/AnnalsATS.202006-698OC
33520018;COVID-19 in Bangladesh: A Deeper Outlook into The Forecast with Prediction of Upcoming Per Day Cases Using Time Series;Mohammad Masum AK, Khushbu SA, Keya M, Abujar S, Hossain SA.;Procedia Comput Sci. 2020,178:291-300. doi: 10.1016/j.procs.2020.11.031. Epub 2020 Dec 7.;Mohammad Masum AK;Procedia Comput Sci;2020;1-2-2021;PMC7837051;;10.1016/j.procs.2020.11.031
32396126;Predicting COVID-19 in China Using Hybrid AI Model;Zheng N, Du S, Wang J, Zhang H, Cui W, Kang Z, Yang T, Lou B, Chi Y, Long H, Ma M, Yuan Q, Zhang S, Zhang D, Ye F, Xin J.;IEEE Trans Cybern. 2020 Jul,50(7):2891-2904. doi: 10.1109/TCYB.2020.2990162. Epub 2020 May 8.;Zheng N;IEEE Trans Cybern;2020;13-5-2020;;;10.1109/TCYB.2020.2990162
34694234;Evaluating the Clinical Feasibility of an Artificial Intelligence-Powered, Web-Based Clinical Decision Support System for the Treatment of Depression in Adults: Longitudinal Feasibility Study;Popescu C, Golden G, Benrimoh D, Tanguay-Sela M, Slowey D, Lundrigan E, Williams J, Desormeau B, Kardani D, Perez T, Rollins C, Israel S, Perlman K, Armstrong C, Baxter J, Whitmore K, Fradette MJ, Felcarek-Hope K, Soufi G, Fratila R, Mehltretter J, Looper K, Steiner W, Rej S, Karp JF, Heller K, Parikh SV, McGuire-Snieckus R, Ferrari M, Margolese H, Turecki G.;JMIR Form Res. 2021 Oct 25,5(10):e31862. doi: 10.2196/31862.;Popescu C;JMIR Form Res;2021;25-10-2021;PMC8576598;;10.2196/31862
35177406;Early identification of patients admitted to hospital for covid-19 at risk of clinical deterioration: model development and multisite external validation study;Kamran F, Tang S, Otles E, McEvoy DS, Saleh SN, Gong J, Li BY, Dutta S, Liu X, Medford RJ, Valley TS, West LR, Singh K, Blumberg S, Donnelly JP, Shenoy ES, Ayanian JZ, Nallamothu BK, Sjoding MW, Wiens J.;BMJ. 2022 Feb 17,376:e068576. doi: 10.1136/bmj-2021-068576.;Kamran F;BMJ;2022;18-2-2022;PMC8850910;;10.1136/bmj-2021-068576
34172467;Prognostic factors for adverse outcomes in patients with COVID-19: a field-wide systematic review and meta-analysis;Bellou V, Tzoulaki I, van Smeden M, Moons KGM, Evangelou E, Belbasis L.;Eur Respir J. 2022 Feb 3,59(2):2002964. doi: 10.1183/13993003.02964-2020. Print 2022 Feb.;Bellou V;Eur Respir J;2022;26-6-2021;PMC8576809;;10.1183/13993003.02964-2020
